jurisdicao
br
br;df
br;rs;nova.hartz
br;rs;nova.padua
br;rs;nova.palma
br;rs;nova.petropolis
br;rs;nova.prata
br;rs;nova.ramada
br;rs;nova.roma.sul
br;rs;nova.santa.rita
br;rs;novo.barreiro
br;rs;novo.cabrais
br;rs;novo.hamburgo
br;rs;novo.machado
br;rs;novo.tiradentes
br;rs;novo.xingu
br;rs;osorio
br;rs;paim.filho
br;rs;palmares.sul
br;rs;palmeira.missoes
br;rs;palmitinho
br;rs;panambi
br;rs;pantano.grande
br;rs;parai
br;rs;paraiso.sul
br;rs;pareci.novo
br;rs;parobe
br;rs;passa.sete
br;rs;passo.fundo
br;rs;passo.sobrado
br;rs;paulo.bento
br;rs;paverama
br;rs;pedras.altas
br;rs;pedro.osorio
br;rs;pejucara
br;rs;pelotas
br;rs;picada.cafe
br;rs;pinhal
br;rs;pinhal.grande
br;rs;pinhal.serra
br;rs;pinheirinho.vale
br;rs;pinheiro.machado
br;rs;pinto.bandeira
br;rs;pirapo
br;rs;piratini
br;rs;planalto
br;rs;poco.antas
br;rs;pontao
br;rs;ponte.preta
br;rs;portao
br;rs;porto.alegre
br;rs;porto.lucena
br;rs;porto.maua
br;rs;porto.vera.cruz
br;rs;porto.xavier
br;rs;pouso.novo
br;rs;presidente.lucena
br;rs;progresso
br;rs;protasio.alves
br;rs;putinga
br;rs;quarai
br;rs;quatro.irmaos
br;rs;quevedos
br;rs;quinze.novembro
br;rs;redentora
br;rs;relvado
br;rs;restinga.seca
br;rs;rio.grande
br;rs;rio.indios
br;rs;rio.pardo
br;rs;riozinho
br;rs;roca.sales
br;rs;rodeio.bonito
br;rs;rolador
br;rs;rolante
br;rs;ronda.alta
br;rs;rondinha
br;rs;roque.gonzales
br;rs;rosario.sul
br;rs;sagrada.familia
br;rs;saldanha.marinho
br;rs;salto.jacui
br;rs;salvador.missoes
br;rs;salvador.sul
br;rs;sananduva
br;rs;sant.ana.livramento
br;rs;santa.barbara.sul
br;rs;santa.cecilia.sul
br;rs;santa.clara.sul
br;rs;santa.cruz.sul
br;rs;santa.margarida.sul
br;rs;santa.maria
br;rs;santa.maria.herval
br;rs;santa.rosa
br;rs;santa.tereza
br;rs;santa.vitoria.palmar
br;rs;santana.boa.vista
br;rs;santiago
br;rs;santo.angelo
br;rs;santo.antonio.missoes
br;rs;santo.antonio.palma
br;rs;santo.antonio.patrulha
br;rs;santo.antonio.planalto
br;rs;santo.augusto
br;rs;santo.cristo
br;rs;santo.expedito.sul
br;rs;sao.borja
br;rs;sao.domingos.sul
br;rs;sao.francisco.assis
br;rs;sao.francisco.paula
br;rs;sao.gabriel
br;rs;sao.jeronimo
br;rs;sao.joao.polesine
br;rs;sao.joao.urtiga
br;rs;sao.jorge
br;rs;sao.jose.ausentes
br;rs;sao.jose.herval
br;rs;sao.jose.hortencio
br;rs;sao.jose.inhacora
br;rs;sao.jose.missoes
br;rs;sao.jose.norte
br;rs;sao.jose.ouro
br;rs;sao.jose.sul
br;rs;sao.leopoldo
br;rs;sao.lourenco.sul
br;rs;sao.luiz.gonzaga
br;rs;sao.marcos
br;rs;sao.martinho
br;rs;sao.martinho.serra
br;rs;sao.miguel.missoes
br;rs;sao.nicolau
br;rs;sao.paulo.missoes
br;rs;sao.pedro.butia
br;rs;sao.pedro.missoes
br;rs;sao.pedro.serra
br;rs;sao.pedro.sul
br;rs;sao.sebastiao.cai
br;rs;sao.sepe
br;rs;sao.valentim
br;rs;sao.valentim.sul
br;rs;sao.valerio.sul
br;rs;sao.vendelino
br;rs;sao.vicente.sul
br;rs;sapiranga
br;rs;sapucaia.sul
br;rs;sarandi
br;rs;seberi
br;rs;sede.nova
br;rs;segredo
br;rs;selbach
br;rs;senador.salgado.filho
br;rs;sentinela.sul
br;rs;serafina.correa
br;rs;serio
br;rs;sertao
br;rs;sertao.santana
br;rs;sete.setembro
br;rs;severiano.almeida
br;rs;silveira.martins
br;rs;sinimbu
br;rs;sobradinho
br;rs;soledade
br;rs;tabai
br;rs;tapejara
br;rs;tapera
br;rs;tapes
br;rs;taquara
br;rs;taquari
br;rs;taquarucu.sul
br;rs;tavares
br;rs;tenente.portela
br;rs;terra.areia
br;rs;teutonia
br;rs;tio.hugo
br;rs;tiradentes.sul
br;rs;toropi
br;rs;torres
br;rs;tramandai
br;rs;travesseiro
br;rs;tres.arroios
br;rs;tres.cachoeiras
br;rs;tres.coroas
br;rs;tres.forquilhas
br;rs;tres.maio
br;rs;tres.palmeiras
br;rs;tres.passos
br;rs;trindade.sul
br;rs;triunfo
br;rs;tucunduva
br;rs;tunas
br;rs;tupanci.sul
br;rs;tupancireta
br;rs;tupandi
br;rs;tuparendi
br;rs;turucu
br;rs;ubiretama
br;rs;uniao.serra
br;rs;unistalda
br;rs;uruguaiana
br;rs;vacaria
br;rs;vale.real
br;rs;vale.sol
br;rs;vale.verde
br;rs;vanini
br;rs;venancio.aires
br;rs;vera.cruz
br;rs;veranopolis
br;rs;vespasiano.correa
br;rs;viadutos
br;rs;viamao
br;rs;vicente.dutra
br;rs;victor.graeff
br;rs;vila.flores
br;rs;vila.langaro
br;rs;vila.maria
br;rs;vila.nova.sul
br;rs;vista.alegre
br;rs;vista.alegre.prata
br;rs;vista.gaucha
br;rs;vitoria.missoes
br;rs;westfalia
br;rs;xangri.la
br;rj
br;rj;mesquita
br;rj;rio.janeiro
br;rj;pirai
br;ro
br;sp
br;sp;bertioga
br;sp;campinas
br;sc;canoinhas
br;sp;catanduva
br;sp;indiapora
br;sp;sao.paulo
br;sp;sao.paulo;centro
br;sp;sao.paulo;centro.sul
br;sp;sao.paulo;leste1
br;sp;sao.paulo;leste2
br;sp;sao.paulo;norte
br;sp;sao.paulo;noroeste
br;sp;sao.paulo;oeste
br;sp;sao.paulo;sudeste
br;sp;sao.paulo;sul
br;sp;sao.carlos
